,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0,0.0,17.30767822265625,0.0,0.0,0.0,2.1137895584106445,9.61402416229248,1.1829187870025635,30.452966690063477,34.98171615600586,0.0,13.92278003692627,43.35808563232422,0.0,31.60918617248535,0.0,0.0,24.720518112182617,0.0,0.0,34.284732818603516,33.11581802368164,0.0,0.0,55.18678283691406,55.35300827026367,0.0,0.0,25.10858154296875,46.548641204833984,41.33491516113281
1,0.0,0.0,16.817373275756836,0.0,0.2328481674194336,0.0,3.3434107303619385,10.398970603942871,0.9196031093597412,30.239364624023438,34.7339973449707,0.0,13.809505462646484,43.596553802490234,0.0,32.745384216308594,0.0,0.0,24.665563583374023,0.0,0.0,35.522762298583984,32.928340911865234,0.0,0.0,56.42380142211914,56.250003814697266,0.0,0.0,24.57265281677246,46.51320266723633,40.92273712158203
2,0.0,0.0,16.817373275756836,0.0,0.2328481674194336,0.0,3.3434107303619385,10.398970603942871,0.9196031093597412,30.239364624023438,34.7339973449707,0.0,13.809505462646484,43.596553802490234,0.0,32.745384216308594,0.0,0.0,24.665563583374023,0.0,0.0,35.522762298583984,32.928340911865234,0.0,0.0,56.42380142211914,56.250003814697266,0.0,0.0,24.57265281677246,46.51320266723633,40.92273712158203
3,291.0257568359375,0.0,0.0,93.35553741455078,399.4085998535156,0.0,0.0,0.0,37.708736419677734,0.0,0.0,52.4554443359375,235.3599395751953,0.0,16.815034866333008,196.25013732910156,41.305484771728516,0.0,0.0,319.6400146484375,0.0,0.0,259.20452880859375,0.0,0.0,493.4208679199219,566.1591796875,0.0,431.448974609375,281.3779296875,440.4363708496094,467.2811279296875
4,0.0,0.0,16.67632484436035,0.0,0.3373687267303467,0.0,3.5458598136901855,10.526921272277832,0.8869373798370361,30.136960983276367,34.702537536621094,0.0,13.760905265808105,43.58525466918945,0.0,32.92539596557617,0.0,0.0,24.632871627807617,0.0,0.0,35.709991455078125,32.86861038208008,0.0,0.0,56.663047790527344,56.47480010986328,0.0,0.0,24.46904182434082,46.47929000854492,40.875431060791016
5,273.7642517089844,0.0,0.0,207.5078125,391.6351623535156,181.9589080810547,211.23374938964844,44.17700958251953,88.54519653320312,0.0,0.0,0.0,87.90675354003906,0.0,0.0,645.1422119140625,0.0,0.0,0.0,0.0,0.0,298.6844177246094,156.27134704589844,0.0,0.0,657.0474853515625,588.62646484375,0.0,479.5574035644531,90.63858795166016,384.9830017089844,182.0834197998047
6,0.0,0.0,16.555662155151367,0.0,0.33087438344955444,0.0,3.854846715927124,10.753374099731445,0.8237807154655457,30.11014175415039,34.76747131347656,0.0,13.661876678466797,43.731590270996094,0.0,33.05907440185547,0.0,0.0,24.65264320373535,0.0,0.0,35.97089767456055,32.756187438964844,0.0,0.0,56.790828704833984,56.5550537109375,0.0,0.0,24.315643310546875,46.348167419433594,40.70780944824219
7,0.0,0.0,16.555662155151367,0.0,0.33087438344955444,0.0,3.854846715927124,10.753374099731445,0.8237807154655457,30.11014175415039,34.76747131347656,0.0,13.661876678466797,43.731590270996094,0.0,33.05907440185547,0.0,0.0,24.65264320373535,0.0,0.0,35.97089767456055,32.756187438964844,0.0,0.0,56.790828704833984,56.5550537109375,0.0,0.0,24.315643310546875,46.348167419433594,40.70780944824219
8,273.8902893066406,0.0,0.0,207.58163452148438,391.7305603027344,182.1204071044922,211.4492645263672,44.26470947265625,88.64292907714844,0.0,0.0,0.0,87.90225219726562,0.0,0.0,645.4273071289062,0.0,0.0,0.0,0.0,0.0,298.86834716796875,156.31251525878906,0.0,0.0,657.26171875,588.7485961914062,0.0,479.7264099121094,90.6038589477539,385.1260681152344,182.1037139892578
9,273.8902893066406,0.0,0.0,207.58163452148438,391.7305603027344,182.1204071044922,211.4492645263672,44.26470947265625,88.64292907714844,0.0,0.0,0.0,87.90225219726562,0.0,0.0,645.4273071289062,0.0,0.0,0.0,0.0,0.0,298.86834716796875,156.31251525878906,0.0,0.0,657.26171875,588.7485961914062,0.0,479.7264099121094,90.6038589477539,385.1260681152344,182.1037139892578
10,427.6363830566406,0.0,0.0,147.67950439453125,577.5022583007812,0.0,0.0,0.0,54.000823974609375,0.0,0.0,87.18690490722656,334.0159606933594,0.0,58.49348449707031,269.6978759765625,83.36217498779297,0.0,0.0,473.85723876953125,0.0,0.0,359.94610595703125,0.0,0.0,688.7863159179688,793.8389892578125,0.0,629.3220825195312,395.5404357910156,615.9663696289062,657.079345703125
11,0.0,0.0,16.610164642333984,0.0,0.3231942355632782,0.0,3.654972553253174,10.609761238098145,0.8479453325271606,30.121936798095703,34.755680084228516,0.0,13.716266632080078,43.648921966552734,0.0,32.949867248535156,0.0,0.0,24.64764976501465,0.0,0.0,35.788726806640625,32.81472396850586,0.0,0.0,56.69475173950195,56.51951217651367,0.0,0.0,24.413856506347656,46.41313934326172,40.81248092651367
12,0.0,0.0,16.610164642333984,0.0,0.3231942355632782,0.0,3.654972553253174,10.609761238098145,0.8479453325271606,30.121936798095703,34.755680084228516,0.0,13.716266632080078,43.648921966552734,0.0,32.949867248535156,0.0,0.0,24.64764976501465,0.0,0.0,35.788726806640625,32.81472396850586,0.0,0.0,56.69475173950195,56.51951217651367,0.0,0.0,24.413856506347656,46.41313934326172,40.81248092651367
13,305.9466857910156,0.0,0.0,99.28892517089844,418.8603820800781,0.0,0.0,0.0,39.48819351196289,0.0,0.0,56.24888610839844,246.1353759765625,0.0,21.36724281311035,204.2722625732422,45.89900588989258,0.0,0.0,336.4839782714844,0.0,0.0,270.207763671875,0.0,0.0,514.7590942382812,591.02685546875,0.0,453.06109619140625,293.8470153808594,459.608154296875,488.0113220214844
14,305.9466857910156,0.0,0.0,99.28892517089844,418.8603820800781,0.0,0.0,0.0,39.48819351196289,0.0,0.0,56.24888610839844,246.1353759765625,0.0,21.36724281311035,204.2722625732422,45.89900588989258,0.0,0.0,336.4839782714844,0.0,0.0,270.207763671875,0.0,0.0,514.7590942382812,591.02685546875,0.0,453.06109619140625,293.8470153808594,459.608154296875,488.0113220214844
15,91.06211853027344,239.0275421142578,0.0,52.55961990356445,273.58502197265625,0.0,0.0,0.0,0.0,0.0,121.14319610595703,0.0,201.01141357421875,39.857017517089844,325.9300537109375,103.2142105102539,0.0,0.0,90.81565856933594,40.878299713134766,0.0,0.0,137.42088317871094,0.0,0.0,574.0811767578125,1028.5916748046875,0.0,465.09783935546875,321.86737060546875,310.46875,394.3102111816406
16,91.06211853027344,239.0275421142578,0.0,52.55961990356445,273.58502197265625,0.0,0.0,0.0,0.0,0.0,121.14319610595703,0.0,201.01141357421875,39.857017517089844,325.9300537109375,103.2142105102539,0.0,0.0,90.81565856933594,40.878299713134766,0.0,0.0,137.42088317871094,0.0,0.0,574.0811767578125,1028.5916748046875,0.0,465.09783935546875,321.86737060546875,310.46875,394.3102111816406
17,1336.9803466796875,0.0,0.0,509.28509521484375,1762.976806640625,0.0,0.0,0.0,162.44854736328125,0.0,0.0,318.375732421875,990.7163696289062,0.0,335.9246826171875,758.6005249023438,363.31109619140625,0.0,0.0,1500.39892578125,0.0,0.0,1030.5291748046875,0.0,0.0,1989.229736328125,2309.3818359375,0.0,1946.4573974609375,1155.459228515625,1784.3763427734375,1920.4647216796875
18,606.3280639648438,0.0,0.0,218.73724365234375,810.4552612304688,0.0,0.0,0.0,75.31147766113281,0.0,0.0,132.61691284179688,463.0616149902344,0.0,113.01042175292969,365.770263671875,138.3738555908203,0.0,0.0,675.5789794921875,0.0,0.0,491.71978759765625,0.0,0.0,944.3314208984375,1091.65234375,0.0,888.1472778320312,544.869140625,845.5660400390625,905.34228515625
19,606.3280639648438,0.0,0.0,218.73724365234375,810.4552612304688,0.0,0.0,0.0,75.31147766113281,0.0,0.0,132.61691284179688,463.0616149902344,0.0,113.01042175292969,365.770263671875,138.3738555908203,0.0,0.0,675.5789794921875,0.0,0.0,491.71978759765625,0.0,0.0,944.3314208984375,1091.65234375,0.0,888.1472778320312,544.869140625,845.5660400390625,905.34228515625
